orig_dataset	orig_entry	orig_label	dest_dataset	dest_entry	node	value
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL494	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL3301604	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL3137332	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL551813	compound_drug_development_phase_chembl	2: Efficacy
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL3545043	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL4585668	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL2442750	compound_drug_development_phase_chembl	2: Efficacy
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL1165342	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL15245	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL238804	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL361812	compound_drug_development_phase_chembl	2: Efficacy
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL426559	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL495	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL563646	compound_drug_development_phase_chembl	2: Efficacy
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL6	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL815	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL3039498	compound_drug_development_phase_chembl	2: Efficacy
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL3260771	compound_drug_development_phase_chembl	2: Efficacy
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL3286797	compound_drug_development_phase_chembl	1: PK tolerability
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL561132	compound_drug_development_phase_chembl	1: PK tolerability
uniprot	P43119	PI2R_HUMAN	chembl_compound	CHEMBL560993	compound_drug_development_phase_chembl	2: Efficacy
uniprot	P14410	SUIS_HUMAN	ensembl_gene	ENSG00000090402	gene_specific_expression_in_tissues_hpa	Intestine
uniprot	P14410	SUIS_HUMAN	uniprot	P14410	protein_cellular_component_uniprot	plasma membrane
uniprot	P14410	SUIS_HUMAN	uniprot	P14410	interaction_chembl_assay_existence_uniprot	Conf-score 9: Direct single protein target assigned
uniprot	P14410	SUIS_HUMAN	chembl_compound	CHEMBL1098659	compound_drug_indication_mesh_chembl	Infections
uniprot	P14410	SUIS_HUMAN	chembl_compound	CHEMBL8260	compound_drug_indication_mesh_chembl	Infections
uniprot	P14410	SUIS_HUMAN	uniprot	P14410	structure_data_existence_uniprot	Proteins with structure data
uniprot	P14410	SUIS_HUMAN	chembl_compound	CHEMBL1098659	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P14410	SUIS_HUMAN	chembl_compound	CHEMBL253582	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P14410	SUIS_HUMAN	chembl_compound	CHEMBL307429	compound_drug_development_phase_chembl	2: Efficacy
uniprot	P14410	SUIS_HUMAN	chembl_compound	CHEMBL8260	compound_drug_development_phase_chembl	2: Efficacy
uniprot	Q9Y210	TRPC6_HUMAN	ensembl_gene	ENSG00000137672	gene_specific_expression_in_tissues_hpa	Lung
uniprot	Q9Y210	TRPC6_HUMAN	uniprot	Q9Y210	protein_cellular_component_uniprot	plasma membrane
uniprot	Q9Y210	TRPC6_HUMAN	uniprot	Q9Y210	interaction_chembl_assay_existence_uniprot	Conf-score 9: Direct single protein target assigned
uniprot	Q9Y210	TRPC6_HUMAN	chembl_compound	CHEMBL1407943	compound_drug_indication_mesh_chembl	Infections
uniprot	Q9Y210	TRPC6_HUMAN	uniprot	Q9Y210	structure_data_existence_uniprot	Proteins with structure data
uniprot	Q9Y210	TRPC6_HUMAN	chembl_compound	CHEMBL1407943	compound_drug_development_phase_chembl	2: Efficacy
uniprot	Q13639	5HT4R_HUMAN	ensembl_gene	ENSG00000164270	gene_specific_expression_in_tissues_hpa	Intestine
uniprot	Q13639	5HT4R_HUMAN	uniprot	Q13639	protein_cellular_component_uniprot	plasma membrane
uniprot	Q13639	5HT4R_HUMAN	uniprot	Q13639	interaction_chembl_assay_existence_uniprot	Conf-score 9: Direct single protein target assigned
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL1139	compound_drug_indication_mesh_chembl	Infections
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL1236970	compound_drug_indication_mesh_chembl	Infections
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL431733	compound_drug_indication_mesh_chembl	Infections
uniprot	Q13639	5HT4R_HUMAN	uniprot	Q13639	structure_data_existence_uniprot	Proteins with structure data
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL548	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL1139	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL477	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL406393	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL1236970	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL209821	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL2152922	compound_drug_development_phase_chembl	1: PK tolerability
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL2179582	compound_drug_development_phase_chembl	1: PK tolerability
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL3306918	compound_drug_development_phase_chembl	2: Efficacy
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL117287	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL1729	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL19215	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL39	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL502	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL54	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL578211	compound_drug_development_phase_chembl	2: Efficacy
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL76370	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL2087337	compound_drug_development_phase_chembl	2: Efficacy
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL2402904	compound_drug_development_phase_chembl	2: Efficacy
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL356359	compound_drug_development_phase_chembl	2: Efficacy
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL431733	compound_drug_development_phase_chembl	2: Efficacy
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL1651534	compound_drug_development_phase_chembl	2: Efficacy
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL3286797	compound_drug_development_phase_chembl	1: PK tolerability
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL410414	compound_drug_development_phase_chembl	1: PK tolerability
uniprot	Q13639	5HT4R_HUMAN	chembl_compound	CHEMBL197669	compound_drug_development_phase_chembl	1: PK tolerability
uniprot	O43868	S28A2_HUMAN	ensembl_gene	ENSG00000137860	gene_specific_expression_in_tissues_hpa	Intestine
uniprot	O43868	S28A2_HUMAN	uniprot	O43868	protein_cellular_component_uniprot	plasma membrane
uniprot	O43868	S28A2_HUMAN	uniprot	O43868	interaction_chembl_assay_existence_uniprot	Conf-score 9: Direct single protein target assigned
uniprot	O43868	S28A2_HUMAN	chembl_compound	CHEMBL1556	compound_drug_indication_mesh_chembl	Infections
uniprot	O43868	S28A2_HUMAN	uniprot	O43868	structure_data_existence_uniprot	Proteins without structure data
uniprot	O43868	S28A2_HUMAN	chembl_compound	CHEMBL477	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O43868	S28A2_HUMAN	chembl_compound	CHEMBL100259	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	O43868	S28A2_HUMAN	chembl_compound	CHEMBL1556	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	O43868	S28A2_HUMAN	chembl_compound	CHEMBL1425	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O43868	S28A2_HUMAN	chembl_compound	CHEMBL917	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O43868	S28A2_HUMAN	chembl_compound	CHEMBL392149	compound_drug_development_phase_chembl	2: Efficacy
uniprot	P04839	CY24B_HUMAN	ensembl_gene	ENSG00000165168	gene_specific_expression_in_tissues_hpa	Lung
uniprot	P04839	CY24B_HUMAN	uniprot	P04839	protein_cellular_component_uniprot	plasma membrane
uniprot	P04839	CY24B_HUMAN	uniprot	P04839	interaction_chembl_assay_existence_uniprot	Conf-score 9: Direct single protein target assigned
uniprot	P04839	CY24B_HUMAN	chembl_compound	CHEMBL1234886	compound_drug_indication_mesh_chembl	Infections
uniprot	P04839	CY24B_HUMAN	uniprot	P04839	structure_data_existence_uniprot	Proteins with structure data
uniprot	P04839	CY24B_HUMAN	chembl_compound	CHEMBL1234886	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P04839	CY24B_HUMAN	chembl_compound	CHEMBL151	compound_drug_development_phase_chembl	2: Efficacy
uniprot	Q99466	NOTC4_HUMAN	ensembl_gene	ENSG00000204301	gene_specific_expression_in_tissues_hpa	Lung
uniprot	Q99466	NOTC4_HUMAN	uniprot	Q99466	protein_cellular_component_uniprot	plasma membrane
uniprot	Q99466	NOTC4_HUMAN	uniprot	Q99466	interaction_chembl_assay_existence_uniprot	Conf-score 9: Direct single protein target assigned
uniprot	Q99466	NOTC4_HUMAN	chembl_compound	CHEMBL1236970	compound_drug_indication_mesh_chembl	Infections
uniprot	Q99466	NOTC4_HUMAN	uniprot	Q99466	structure_data_existence_uniprot	Proteins with structure data
uniprot	Q99466	NOTC4_HUMAN	chembl_compound	CHEMBL1236970	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	Q9Y2T6	GPR55_HUMAN	ensembl_gene	ENSG00000135898	gene_specific_expression_in_tissues_hpa	Intestine
uniprot	Q9Y2T6	GPR55_HUMAN	uniprot	Q9Y2T6	protein_cellular_component_uniprot	plasma membrane
uniprot	Q9Y2T6	GPR55_HUMAN	uniprot	Q9Y2T6	interaction_chembl_assay_existence_uniprot	Conf-score 9: Direct single protein target assigned
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL667	compound_drug_indication_mesh_chembl	Infections
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL170	compound_drug_indication_mesh_chembl	Infections
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL573	compound_drug_indication_mesh_chembl	Infections
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL45	compound_drug_indication_mesh_chembl	Infections
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL130	compound_drug_indication_mesh_chembl	Infections
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL113	compound_drug_indication_mesh_chembl	Infections
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL465	compound_drug_indication_mesh_chembl	Infections
uniprot	Q9Y2T6	GPR55_HUMAN	uniprot	Q9Y2T6	structure_data_existence_uniprot	Proteins without structure data
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL667	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL548	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL170	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL573	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL477	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL45	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL130	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL253582	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL232202	compound_drug_development_phase_chembl	2: Efficacy
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL96	compound_drug_development_phase_chembl	1: PK tolerability
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL15245	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL1162496	compound_drug_development_phase_chembl	1: PK tolerability
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL113	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL19224	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL171679	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL6466	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL310671	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL186141	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL364713	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL111	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL2387742	compound_drug_development_phase_chembl	2: Efficacy
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL465	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL63857	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL942	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL1334033	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	Q9Y2T6	GPR55_HUMAN	chembl_compound	CHEMBL2387541	compound_drug_development_phase_chembl	2: Efficacy
uniprot	P59533	T2R38_HUMAN	ensembl_gene	ENSG00000257138	gene_specific_expression_in_tissues_hpa	Intestine
uniprot	P59533	T2R38_HUMAN	uniprot	P59533	protein_cellular_component_uniprot	plasma membrane
uniprot	P59533	T2R38_HUMAN	uniprot	P59533	interaction_chembl_assay_existence_uniprot	Conf-score 9: Direct single protein target assigned
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL667	compound_drug_indication_mesh_chembl	Infections
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL170	compound_drug_indication_mesh_chembl	Infections
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL573	compound_drug_indication_mesh_chembl	Infections
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL45	compound_drug_indication_mesh_chembl	Infections
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL130	compound_drug_indication_mesh_chembl	Infections
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL113	compound_drug_indication_mesh_chembl	Infections
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL1542	compound_drug_indication_mesh_chembl	Infections
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL790	compound_drug_indication_mesh_chembl	Infections
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL1043	compound_drug_indication_mesh_chembl	Infections
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL52440	compound_drug_indication_mesh_chembl	Infections
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL112	compound_drug_indication_mesh_chembl	Infections
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL1200731	compound_drug_indication_mesh_chembl	Infections
uniprot	P59533	T2R38_HUMAN	uniprot	P59533	structure_data_existence_uniprot	Proteins without structure data
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL667	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL548	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL170	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL573	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL477	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL45	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL130	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL253582	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL232202	compound_drug_development_phase_chembl	2: Efficacy
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL96	compound_drug_development_phase_chembl	1: PK tolerability
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL15245	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL1162496	compound_drug_development_phase_chembl	1: PK tolerability
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL113	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL19224	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL171679	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL6466	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL310671	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL186141	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL364713	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL190677	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL1542	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL1233	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL790	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL23588	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL1043	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL52440	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL112	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL936	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL1515	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL544	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL900	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL176687	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL1518	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL1200731	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL1351474	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	P59533	T2R38_HUMAN	chembl_compound	CHEMBL434	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
